resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult"ucsd-sierra","	","test_batch_job","1665305","1665302","1665236","2010-11-19T01:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670289","1665302","1665236","2010-11-19T12:36:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670306","1665734","1665236","2010-11-19T12:38:02.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670386","1665302","1665236","2010-11-19T12:49:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670547","1668622","1665236","2010-11-19T12:51:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1202 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670420","1665734","1665236","2010-11-19T12:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670500","1665734","1665236","2010-11-19T13:04:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670588","1668191","1665236","2010-11-19T13:06:02.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 600 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670523","1665734","1665236","2010-11-19T13:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670605","1665302","1665236","2010-11-19T13:19:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670627","1665302","1665236","2010-11-19T13:21:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670712","1668323","1665236","2010-11-19T13:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 601 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670796","1670042","1665236","2010-11-19T13:34:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 602 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670737","1665734","1665236","2010-11-19T13:36:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670817","1670042","1665236","2010-11-19T13:38:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 602 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670835","1668015","1665236","2010-11-19T13:49:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 2 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670844","1665302","1665236","2010-11-19T13:51:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670860","1665734","1665236","2010-11-19T13:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670940","1665302","1665236","2010-11-19T14:04:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1671110","1669510","1665236","2010-11-19T14:06:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1203 seconds","Success"
"ucsd-sierra","	","test_batch_job","1670964","1665734","1665236","2010-11-19T14:08:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1671046","1665302","1665236","2010-11-19T14:19:02.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1671063","1665302","1665236","2010-11-19T14:21:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1671313","1669388","1665236","2010-11-19T14:23:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1804 seconds","Success"
"ucsd-sierra","	","test_batch_job","1671166","1665734","1665236","2010-11-19T14:34:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1671178","1665302","1665236","2010-11-19T14:36:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1671190","1665302","1665236","2010-11-19T14:38:02.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1671418","1668622","1665236","2010-11-19T14:49:02.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1202 seconds","Success"
"ucsd-sierra","	","test_batch_job","1671287","1665302","1665236","2010-11-19T14:51:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1671306","1665734","1665236","2010-11-19T14:53:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
"ucsd-sierra","	","test_batch_job","1671385","1665302","1665236","2010-11-19T15:04:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 0 seconds","Success"
"ucsd-sierra","	","test_batch_job","1671397","1665734","1665236","2010-11-19T15:06:01.000-05:00","Success","","queuetime queuetime nodes 1 type elapsed 1 seconds","Success"
