resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult
"ucsd-sierra","	","eucalyptus-clientStatus","1513741","1484220","1484056","2010-11-01T00:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1514001","1484220","1484056","2010-11-01T00:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1514101","1484220","1484056","2010-11-01T01:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1514361","1484220","1484056","2010-11-01T01:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1514464","1484220","1484056","2010-11-01T02:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1514728","1484220","1484056","2010-11-01T02:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1514828","1484220","1484056","2010-11-01T03:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1515090","1484220","1484056","2010-11-01T03:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1515188","1484220","1484056","2010-11-01T04:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1515447","1484220","1484056","2010-11-01T04:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1515546","1484220","1484056","2010-11-01T05:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1515806","1484220","1484056","2010-11-01T05:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1515901","1484220","1484056","2010-11-01T06:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1516157","1484220","1484056","2010-11-01T06:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1516258","1484220","1484056","2010-11-01T07:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1516514","1484220","1484056","2010-11-01T07:49:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1516627","1484220","1484056","2010-11-01T08:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1516884","1484220","1484056","2010-11-01T08:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1516984","1484220","1484056","2010-11-01T09:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1517246","1484220","1484056","2010-11-01T09:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1517348","1484220","1484056","2010-11-01T10:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1517618","1484220","1484056","2010-11-01T10:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1517718","1484220","1484056","2010-11-01T11:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1517974","1484220","1484056","2010-11-01T11:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1518070","1484220","1484056","2010-11-01T12:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1518339","1484220","1484056","2010-11-01T12:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1518439","1484220","1484056","2010-11-01T13:06:02.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1518706","1484220","1484056","2010-11-01T13:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1518805","1484220","1484056","2010-11-01T14:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1519070","1484220","1484056","2010-11-01T14:49:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1519170","1484220","1484056","2010-11-01T15:06:01.000-04:00","Success","","search_output","Success"
"ucsd-sierra","	","eucalyptus-clientStatus","1519429","1484220","1484056","2010-11-01T15:49:01.000-04:00","Success","","search_output","Success"
