resource, targetResource, nickname, instanceId, reportId, configId, collected, exit_status, exit_message, body, comparisonResult
"iu-india","	","eucalyptus-create-publicvm","3560445","3560444","3440365","2011-07-03T03:06:33.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.858225 s ping 30.002614 s ssh 30.144699 s destroy 0.164199 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3566921","3566920","3440365","2011-07-04T03:06:04.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.366247 s ping 30.002233 s ssh 30.142794 s destroy 0.196821 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3573423","3573422","3440365","2011-07-05T03:06:34.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.467953 s ping 30.004075 s ssh 30.140713 s destroy 0.179359 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3580017","3580011","3440365","2011-07-06T03:15:01.000-04:00","Failure","Command 'euca-run-instances  -k userkey -n 1 emi-38FD1610 -t c1.medium' timed out after 900 secs ","","Failure:errorMessage errorMessage errorMessage"
"iu-india","	","eucalyptus-create-publicvm","3586268","3586267","3440365","2011-07-07T03:06:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.344296 s ping 30.002634 s ssh 30.149228 s destroy 0.160565 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3592652","3592651","3440365","2011-07-08T03:06:34.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.386761 s ping 30.002265 s ssh 30.142266 s destroy 0.1699 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3598954","3598953","3440365","2011-07-09T03:06:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.31152 s ping 30.003365 s ssh 30.141248 s destroy 0.17242 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3605174","3605173","3440365","2011-07-10T03:06:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.289066 s ping 30.003153 s ssh 30.425647 s destroy 0.168399 s","Success""iu-india","	","eucalyptus-create-publicvm","3611383","3611382","3440365","2011-07-11T03:06:03.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.245496 s ping 30.0029 s ssh 30.170502 s destroy 0.164078 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3617690","3617689","3440365","2011-07-12T03:06:04.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 302.338743 s ping 30.00215 s ssh 30.144506 s destroy 0.164087 s","Success"
"iu-india","	","eucalyptus-create-publicvm","3623847","3623846","3440365","2011-07-13T03:06:33.000-04:00","Success","","cloud-create cloudcreate img emi-38FD1610 -t c1.medium create 332.47988 s ping 30.003078 s ssh 30.143344 s destroy 0.161391 s","Success"
